,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
336,AUSTEDO  T,360,0,152680.0,2296.0,14097123.28,14060222.02,36901.26
337,AUVELITY,60,0,44645.0,846.0,767203.28,728184.5,39018.78
338,AUVI-Q .15,1,0,44.0,19.0,13403.65,11760.22,1643.43
339,AUVI-Q .1M,2,0,405.0,199.0,122941.35,120623.13,2318.2200000000003
340,AUVI-Q .3M,2,0,128.0,51.0,38897.95,37850.73,1047.22
341,AVASTIN  B,28,0,15228.800000000001,28009.0,5394742.92,4548929.32,845813.6
342,AVEED  TES,43,0,33.004,12.0,14678.05,14678.05,0.0
343,AVIANE TAB,274,0,280577.92000000004,3976.0,91811.29999999999,91610.14,201.16
344,AVONEX  IN,8,0,820.0,205.0,1548153.74,1517580.5,30573.239999999998
345,AVONEX PRE,10,0,568.0,113.0,933076.52,865956.05,67120.47
346,AVSOLA  IN,4,0,885.8,174.0,440303.27999999997,427157.36,13145.92
347,AVYCAZ  CE,20,0,1034.6399999999999,79.0,392872.92,392872.92,0.0
348,AVYCAZ INN,1,0,227.0,15.0,86458.5,86458.5,0.0
349,AZACITIDIN,918,0,629.95,523.0,52385.48,42066.85,10318.63
350,AZACTAM,16,0,48.0,11.0,0.0,0.0,0.0
351,AZASITE,6,0,157.5,59.0,14535.18,14535.18,0.0
352,AZASITE  A,6,0,1032.5,344.0,101838.85,100439.09999999999,1399.75
353,AZATHIOPRI,54,0,685334.62,8011.0,477522.35,466318.9,11203.45
354,AZEL-FLUE,6,0,53521.0,2124.0,218213.28999999998,212081.38,6131.91
355,AZELAIC AC,432,0,222350.0,4344.0,239119.27000000002,235483.2,3636.0699999999997
356,AZELASTINE,1001,0,2182882.0,106445.0,2273730.3499999996,2249302.77,24427.58
357,AZITHROMYC,4993,0,4450916.487,405705.0,6230727.800000001,6032375.88,198351.91999999998
358,AZOPT SUSP,50,0,2360.0,204.0,84171.25,83317.49,853.76
359,AZSTARYS,594,0,18465.0,623.0,235788.5,215192.36,20596.14
360,AZTREONAM,80,0,582.0,62.0,39766.04,39766.04,0.0
361,AZURETTE T,12,0,12368.846000000001,181.0,4353.45,4303.469999999999,49.980000000000004
362,B/ASP/C 50,2,0,1851.0,35.0,1678.1100000000001,1678.1100000000001,0.0
363,BAC ZINC/P,165,0,6592.0,1835.0,37754.5,37248.57,505.93
364,BAC;LOFEN,22,0,41.0,37.0,78.22,78.22,0.0
365,BACITRACIN,2126,0,838054.773,28165.0,402818.5,390029.3,12789.199999999999
366,BACLOFEN,4,0,54801.0,904.0,23868.78,23308.0,560.78
367,BACLOFEN 1,712,0,3227132.5,47775.0,713241.3,710827.27,2414.0299999999997
368,BACLOFEN 2,368,0,876576.5,10056.0,189762.88,188289.24,1473.6399999999999
369,BACLOFEN 5,53,0,650061.0,11049.0,275615.58,273522.19,2093.3900000000003
370,BACLOFEN O,179,0,453227.5,2165.0,551860.61,534479.63,17380.98
371,BACLOFEN T,1574,0,4989927.916,68543.0,1126807.25,1121848.02,4959.23
372,"BACLOFEN,",18,0,2619304.0,37844.0,567419.25,565510.98,1908.27
373,BAFIERTAM,2,0,7800.0,55.0,407140.86,407140.86,0.0
374,BALCOLTRA,6,0,10024.0,181.0,91861.72,91861.72,0.0
375,BALSALAZID,70,0,315768.0,1088.0,149603.19,146982.77000000002,2620.42
376,BALZIVA TA,116,0,5321.974,90.0,2932.68,2932.68,0.0
377,BANOPHEN,596,0,1417043.0,26430.0,300746.02,249285.66,51460.36
378,BANOPHEN 2,225,0,205265.5,5402.0,57236.01,57236.01,0.0
379,BANZEL 200,104,0,17880.0,96.0,236457.90999999997,195551.44,40906.47
380,BANZEL ORA,92,0,146560.0,159.0,540572.8,460490.20000000007,80082.6
381,BANZEL TAB,104,0,33553.0,210.0,857855.54,725413.5,132442.04
382,BAQSIMI,76,0,12592.0,6553.0,3467995.8499999996,3358381.55,109614.3
383,BARACLUDE,48,0,9570.0,65.0,72982.37,72982.37,0.0
384,BASAGLAR,238,0,2461916.25,138252.0,53068526.43000001,52789867.1,278659.33
385,BASAGLAR T,10,0,7943.0,410.0,170829.7,170829.7,0.0
386,BAVENCIO,4,0,6620.0,90.0,461933.81,461933.81,0.0
387,BAXDELA 45,2,0,756.0,36.0,60712.65,60712.65,0.0
388,BECONASE A,158,0,6775.0,259.0,82434.26,82434.26,0.0
389,BELBUCA 15,120,0,45723.0,782.0,302007.23,295774.73,6232.5
390,BELBUCA 30,120,0,47980.0,803.0,491706.78,482124.44,9582.34
391,BELBUCA 45,120,0,42801.0,709.0,593255.86,573612.75,19643.11
392,BELBUCA 60,120,0,36734.0,614.0,541088.8200000001,537262.53,3826.29
393,BELBUCA 75,240,0,43977.0,752.0,461585.76999999996,455697.65,5888.12
394,BELBUCA 90,120,0,21434.0,358.0,342359.01,339864.61,2494.4
395,BELEODAQ 5,2,0,88.92,53.0,196551.32,196551.32,0.0
396,BELLADONNA,12,0,48.0,17.0,96.72,96.72,0.0
397,BELRAPZO B,50,0,178.16,29.0,105301.32,105301.32,0.0
398,BELSOMRA 1,120,0,47863.0,1514.0,658657.24,645764.27,12892.970000000001
399,BELSOMRA 2,60,0,40878.0,1309.0,564164.0,542209.52,21954.48
400,BELSOMRA 5,60,0,7899.0,242.0,107933.74,104438.87,3494.87
401,BENAPHEN,244,0,44185.0,1818.0,12711.27,12623.26,88.01
402,BENAZEPRIL,1023,0,5743115.0,88881.0,1430489.49,1427630.7,2858.79
403,BENDEKA 10,16,0,1499.2,215.0,1042590.23,823296.8899999999,219293.34
404,BENEFIX RT,15,0,1573236.0,105.0,2769223.68,2730084.5300000003,39139.15
405,BENLYSTA L,8,0,4693.405,1516.0,4291230.76,4128795.54,162435.22
406,BENLYSTA S,164,0,9105.0,2166.0,10265217.08,10153297.2,111919.88
407,BENTYL INJ,208,0,649.0,327.0,37478.5,7561.73,29916.77
408,BENZAMYCIN,46,0,722.3,16.0,1117.63,1117.63,0.0
409,BENZONATAT,2003,0,9706257.0,279595.0,3955914.96,3936511.61,19403.35
410,BENZOYL PE,2069,0,9943015.913,74571.0,1336576.47,1336459.03,117.44
411,BENZTROPIN,839,0,4655800.0,88328.0,1426555.75,1420179.73,6376.02
412,BEPOTASTIN,234,0,5525.0,783.0,133140.99,131922.06,1218.93
413,BEPREVE  B,5,0,600.0,100.0,31767.309999999998,31767.309999999998,0.0
414,BESIVANCE,20,0,2175.0,426.0,93134.01,91848.70999999999,1285.3
415,BETA NAPO4,4,0,10690.5,4407.0,150580.22000000003,77648.06,72932.16
416,BETADINE,30,0,33.0,32.0,1302.77,1302.77,0.0
417,BETAMETH D,374,0,119088.77799999999,1860.0,105999.69,105692.18999999999,307.5
418,BETAMETH V,244,0,80700.0,1872.0,69505.7,66856.6,2649.1000000000004
419,BETAMETHA,6,0,32580.0,716.0,28509.79,28229.620000000003,280.17
420,BETAMETHAS,1846,0,1237270.5,26031.0,1086683.28,1061018.67,25664.61
421,BETAMETHSO,2,0,288.0,104.0,2172.19,2172.19,0.0
422,BETASERON,70,0,2170.0,152.0,1369446.9,1369446.9,0.0
423,BETAXOLOL,11,0,3650.0,121.0,9949.73,9799.09,150.64000000000001
424,BETHAMETH,240,0,53880.0,637.0,27754.549999999996,27453.89,300.65999999999997
425,BETHANECHO,82,0,174853.68,1845.0,78114.13,77492.98000000001,621.15
426,BETHAPRIM,244,0,2521.745,1232.0,6123.58,5765.33,358.25
427,BETIMOL  T,10,0,555.0,87.0,19148.2,18486.28,661.92
428,BETIMOL 0.,60,0,3386.0,460.0,103525.05,102741.53,783.52
429,BETOPTIC S,20,0,470.0,42.0,16013.08,16013.08,0.0
430,BEVESPI AE,24,0,5863.6,507.0,225478.83000000002,223967.83000000002,1511.0
431,BEYAZ,6,0,6044.178,97.0,45835.369999999995,45460.72,374.65
432,BICALUTAM,3,0,5275.0,135.0,5463.88,5463.88,0.0
433,BICALUTAMI,378,0,73968.0,1603.0,38418.61,38378.47,40.14
434,BICILLIN C,20,0,80.501,47.0,3934.14,3934.14,0.0
435,BICILLIN L,142,0,14331.181,5085.0,1446643.31,1366081.2799999998,80562.03
436,BIDIL 90CT,9,0,1350.0,13.0,5819.11,5819.11,0.0
437,BIJUVA1MG/,60,0,8430.0,211.0,67294.76,65488.18,1806.58
438,BIKTARVY,4,0,1627019.0,42607.0,198157644.66,190070554.93,8087089.73
439,BIKTARVY 3,2,0,10083.0,275.0,1262567.0299999998,1255524.72,7042.3099999999995
440,BIKTARVY B,6,0,69841.0,1748.0,8511892.93,8191917.88,319975.05
441,BIMATOPROS,74,0,1655.0,330.0,44447.34,42843.229999999996,1604.1100000000001
442,BION TEARS,92,0,4424.0,154.0,6116.74,6116.74,0.0
443,BISACODYL,1229,0,919340.0,32950.0,350167.52999999997,349822.45999999996,345.06999999999994
444,BISMUTH SU,202,0,543438.0,1771.0,229124.50999999998,227353.34,1771.17
445,BISOPROL F,12,0,28993.0,582.0,18760.480000000003,18759.46,1.02
446,BISOPROLOL,627,0,849074.0,12739.0,405503.77,400223.31000000006,5280.46
447,BIVALIRUDI,10,0,14.0,13.0,743.1,743.1,0.0
448,BIVIGAM 10,5,0,6670.0,101.0,390392.28,377382.28,13010.0
449,BLEOMYCIN,123,0,161.5,148.0,8767.34,7829.68,937.6599999999999
450,BLINCYTO,3,0,702.417,190.0,3317578.3899999997,3291506.37,26072.02
451,BLISOVI 24,146,0,19887.196,254.0,10398.78,10291.96,106.82000000000001
452,BLISOVI FE,292,0,1397419.9959999998,19267.0,387152.0,386950.62,201.38
453,BLOXIVERZ,6,0,1260.0,193.0,3148.2000000000003,3148.2000000000003,0.0
454,BONJESTA,120,0,39307.0,792.0,450587.58,433230.4,17357.18
455,BORTEZOMIB,673,0,2443.7110000000002,2153.0,1269997.99,941285.2000000001,328712.79000000004
456,BOSENTAN T,28,0,3388.0,60.0,142650.62,142650.62,0.0
457,BOSULIF BO,6,0,6806.0,133.0,2411339.08,2411339.08,0.0
458,BOTOX BOTU,12,0,12185.295,9545.0,10995940.14,9673233.23,1322706.9100000001
459,BOTOX COSM,103,0,169.44,165.0,138385.07,112822.13,25562.940000000002
460,BP 10-1 WA,12,0,6633.9,39.0,30026.04,27456.739999999998,2569.3
461,BPL DIVALP,12,0,207415.0,3026.0,51099.03,51009.39,89.64
462,BRAFTOVI 7,8,0,9540.0,64.0,881095.71,812171.47,68924.24
463,BREO ELLIP,116,0,418497.0,6418.0,2705127.0,2498824.5599999996,206302.44
464,BREVIBLOC,1,0,16.0,14.0,61.09,61.09,0.0
465,BREXAFEMME,8,0,586.0,133.0,71523.29000000001,63793.100000000006,7730.1900000000005
466,BREZTRI 16,24,0,53521.4,4610.0,3052685.6799999997,3017435.65,35250.03
467,BRIDION 10,52,0,4511.0,2472.0,694897.4099999999,201166.03000000003,493731.38
468,BRIDION 50,30,0,91.0,69.0,20418.46,2868.54,17549.92
469,BRILINTA 6,180,0,210130.0,2280.0,1492697.3599999999,1475858.15,16839.21
470,BRILINTA 9,396,0,988412.0,10836.0,7008233.49,6939407.46,68826.03
471,BRIMONIDIN,1191,0,222082.5,22951.0,1869321.47,1855140.93,14180.539999999999
472,BRINZOLAMI,700,0,18290.0,1526.0,328031.15,324917.61,3113.5399999999995
473,BRIVIACT,576,0,670801.0,5081.0,8926032.42,8412934.219999999,513098.19999999995
474,BROMFED DM,40,0,4058228.5999999996,26015.0,608281.59,607599.74,681.8499999999999
475,BROMFENAC,107,0,266.9,143.0,17649.6,17415.48,234.11999999999998
476,BROMOCRIPT,271,0,120121.0,1687.0,271211.99,265964.22,5247.77
477,BROMPHENIR,600,0,5090691.8,33650.0,792758.11,791502.8,1255.31
478,BROMSITE O,82,0,630.0,125.0,32975.43,32961.7,13.73
479,BROVANA,128,0,3840.0,32.0,36334.0,36334.0,0.0
480,BRUKINSA,4,0,10488.0,93.0,1254982.83,1254982.83,0.0
481,BSS,160,0,770.0,382.0,14964.980000000001,12666.44,2298.54
482,BSS PLUS,50,0,37.0,32.0,3071.02,1841.72,1229.3
483,BUBROPION,60,0,579366.0,11313.0,170692.47,170506.38,186.08999999999997
484,BUDE INH S,235,0,10845.0,126.0,11085.380000000001,10890.47,194.91
485,BUDESON IN,180,0,195131.0,1971.0,176603.48,172148.8,4454.68
486,BUDESONIDE,3600,0,5193044.49,132415.0,27796682.52,27633033.189999998,163649.33000000002
487,BUMENTANID,12,0,343.0,82.0,4399.099999999999,1204.38,3194.7200000000003
488,BUMETANIDE,189,0,1267252.0,15843.0,544843.63,541311.1799999999,3532.45
489,BUP/NAL 2M,64,0,54978.0,865.0,40752.55,37006.91,3745.64
490,BUP/NAL 8M,64,0,80881.5,1705.0,99252.79000000001,89185.94,10066.849999999999
491,BUPIV SPIN,1,0,11.0,11.0,27.4,27.4,0.0
492,BUPIVACAIN,1106,0,125402.0,8026.0,1737607.76,58430.53999999999,1679177.22
493,BUPREN&NAL,242,0,888435.0,20026.0,3265959.9400000004,3244202.25,21757.690000000002
494,BUPRENORPH,3430,0,3991847.125,88501.0,11627590.23,11515815.170000002,111775.06
495,BUPROPION,5851,0,14326791.4,294618.0,5529696.83,5487529.699999999,42167.13
496,BUPROPIONH,374,0,65137.0,1159.0,18485.62,18410.2,75.42
497,BUSPIRONE,2036,0,13735607.219999999,168966.0,2696670.89,2684948.24,11722.650000000001
498,BUSPIRONEH,1,0,1049.0,16.0,250.16,250.16,0.0
499,BUT / APAP,14,0,77198.0,1451.0,28244.02,28233.76,10.26
500,BUTA+AC+CA,2,0,13986.0,297.0,13130.52,13036.64,93.88
501,BUTAL/AP/C,65,0,26.0,18.0,5.88,5.88,0.0
502,BUTAL/APAP,4,0,17963.0,364.0,53666.31,53368.990000000005,297.32
503,BUTALBITAL,515,0,500499.0,10023.0,389247.64,385478.41000000003,3769.2300000000005
504,BUTENAFINE,20,0,16846.0,515.0,11226.37,11226.37,0.0
505,BUTORPHANO,75,0,707.0,131.0,10673.349999999999,10516.73,156.62
506,BUTRANS  B,40,0,8288.0,2061.0,1382852.31,1372870.8900000001,9981.42
507,BYDUREON B,16,0,14640.75,3530.0,3338876.12,3307394.5300000003,31481.590000000004
508,BYETTA 250,4,0,422.4,215.0,183837.83000000002,183837.83000000002,0.0
509,BYOOVIZ 0.,3,0,273.93,76.0,117374.03,60670.13,56703.9
510,BYSTOLIC 1,60,0,4770.0,97.0,25700.690000000002,25700.690000000002,0.0
511,BYSTOLIC 2,240,0,2158.0,60.0,9674.029999999999,9674.029999999999,0.0
512,BYSTOLIC 5,60,0,5425.0,112.0,31384.15,31384.15,0.0
513,CABENUVA I,90,0,14483.380000000001,2601.0,15500431.07,15273560.25,226870.82
514,CABERGOLIN,340,0,63087.0,4839.0,170725.03,168563.84000000003,2161.19
515,CABIDOPA A,414,0,41823.25,313.0,9720.09,9709.970000000001,10.12
516,CABOMETYX,156,0,9861.0,296.0,8050797.55,7939681.319999999,111116.23000000001
517,CAFFEINE C,3,0,1176.0,14.0,9152.04,8815.99,336.05
518,CAL-GEST A,60,0,266062.0,2718.0,13225.16,13225.16,0.0
519,CALAMINE L,21,0,13275.0,73.0,802.08,802.08,0.0
520,CALCIPOTIE,132,0,36960.0,261.0,36380.83,36276.84,103.99
521,CALCIPOTR/,190,0,4700.0,44.0,20319.57,20319.57,0.0
522,CALCIPOTRI,2052,0,861220.0,9500.0,1526288.62,1518779.12,7509.5
523,CALCITONIN,29,0,3611.2,824.0,48393.57,47709.09,684.48
524,CALCITRIOL,1092,0,908376.8,27854.0,792695.48,652500.37,140195.11
525,CALCIUM AC,464,0,2132038.0,8512.0,652428.71,647757.0,4671.71
526,CALCIUM AN,558,0,369239.0,4393.0,49500.479999999996,49500.479999999996,0.0
527,CALCIUM CA,40,0,437642.0,4831.0,49743.42999999999,49743.42,0.01
528,CALCIUM CH,20,0,40.0,36.0,10844.160000000002,508.90999999999997,10335.25
529,CALCIUM EX,44,0,14676.0,136.0,1702.9099999999999,1702.9099999999999,0.0
530,CALCIUM GL,488,0,1320743.398,8953.0,4882891.4399999995,4820002.039999999,62889.399999999994
531,CALCIUM PO,26,0,5596.0,73.0,1170.8600000000001,1170.8600000000001,0.0
532,CALCIUM RE,60,0,137863.53,1538.0,16809.46,16809.46,0.0
533,CALICUM CH,4,0,20629.07,296.0,112515.04000000001,112515.04000000001,0.0
534,CALQUENCE,180,0,12002.0,206.0,2969086.02,2873200.2800000003,95885.73999999999
535,CAMILA TAB,6,0,4987.29,69.0,1323.87,1323.87,0.0
536,CAMPTOSAR,25,0,1842.0,213.0,6812.400000000001,6255.23,557.1700000000001
537,CAMRESE  T,164,0,4368.0,48.0,1813.15,1792.43,20.72
538,CAMRESE LO,164,0,26430.222,284.0,11439.83,11414.18,25.65
539,CAMZYOS 5M,22,0,1070.0,36.0,269606.17,269606.17,0.0
540,CANASA 1G,56,0,660.0,15.0,25741.41,25741.41,0.0
541,CANDESARTA,2950,0,118489.0,2124.0,118613.38,118206.68,406.7
542,CAPECITABI,1101,0,265445.0,3180.0,221542.66999999998,212201.21,9341.46
543,CAPLYTA,60,0,17435.0,603.0,875715.75,866108.59,9607.16
544,CAPLYTA 42,80,0,184981.0,6159.0,9281967.75,9182860.74,99107.01
545,CAPLYTA CA,160,0,37098.0,1183.0,1875595.48,1826162.9500000002,49432.53
546,CAPTOPRIL,34,0,181711.24,2359.0,119649.45999999999,119590.26000000001,59.199999999999996
547,CARAFATE S,28,0,68522.0,111.0,40142.11,39581.759999999995,560.35
548,CARBA SUSP,18,0,1120019.0,999.0,131707.22999999998,128165.87,3541.36
549,CARBAGLU T,120,0,3780.0,31.0,834066.1499999999,834066.1499999999,0.0
550,CARBAMAZE,6,0,30012.0,245.0,25269.28,25145.629999999997,123.64999999999999
551,CARBAMAZEP,716,0,3712345.0,27266.0,1630948.71,1605551.85,25396.86
552,CARBAMZEPI,2,0,192351.0,1045.0,59908.42,59005.04,903.38
553,CARBATROL,48,0,20032.0,102.0,34565.19,32178.61,2386.58
554,CARBI/LEVO,699,0,494215.84200000006,3205.0,78446.19,78092.23999999999,353.95
555,CARBIDO/LE,6,0,18044.0,100.0,16302.26,16260.500000000002,41.76
556,CARBIDOPA,572,0,961499.6,4705.0,151193.36000000002,150436.84999999998,756.51
557,CARBIDOPA+,6,0,73030.0,518.0,21955.97,21691.95,264.02
558,CARBIDOPA-,66,0,274706.0,1726.0,40185.61,40162.7,22.91
559,CARBIDOPA/,178,0,17689.0,164.0,12982.099999999999,12982.099999999999,0.0
560,CARBINOXAM,1,0,1482.0,11.0,707.66,706.42,1.24
561,CARBOPLATI,1226,0,110097.0,2592.0,1179763.79,155692.26,1024071.53
562,CARBOXYMET,200,0,11293.0,636.0,10212.29,10212.29,0.0
563,CARDIOLITE,349,0,2410.0,1441.0,202936.02000000002,160946.91,41989.11
564,CARDIZEM L,150,0,6696.0,138.0,26058.089999999997,26058.089999999997,0.0
565,CARDURA XL,20,0,1440.0,40.0,9859.529999999999,9859.529999999999,0.0
566,CARISOPROD,627,0,1112759.0,16665.0,262037.20999999996,261575.57,461.64
567,CARNITOR,34,0,122233.465,4501.0,2350964.21,2349407.96,1556.25
568,CARNITOR S,2,0,48156.78999999999,251.0,53806.11,52767.39,1038.72
569,CAROSPIR,10,0,153571.1,1096.0,542705.49,523205.79000000004,19499.699999999997
570,CARTEOLOL,10,0,595.0,113.0,1979.12,1979.12,0.0
571,CARTIA XT,455,0,30074.0,498.0,10861.72,10853.3,8.42
572,CARVEDILOL,2979,0,14183058.822,135512.0,1955635.38,1952022.65,3612.73
573,CATHFLO AC,319,0,4903.1,2840.0,727583.07,597498.71,130084.36000000002
574,CAYSTON  A,2,0,26544.0,346.0,3903780.33,3731833.9299999997,171946.4
575,CEFACLOR C,120,0,2580.0,97.0,3666.11,3666.11,0.0
576,CEFADROXIL,245,0,91150.0,4727.0,81406.79000000001,79455.88,1950.9099999999999
577,CEFAZOLIN,3325,0,901449.318,29024.0,5853780.98,553052.68,5300728.300000001
578,CEFDINIR,18,0,11658.0,741.0,14420.419999999998,14399.42,21.0
579,CEFDINIR 3,120,0,62367.0,3775.0,72942.89,72580.35,362.53999999999996
580,CEFDINIR C,376,0,207948.0,12480.0,229637.03,228214.68,1422.35
581,CEFDINIR F,584,0,494125.0,5578.0,151727.74,149810.32,1917.42
582,CEFDINIR O,989,0,2118767.55,23976.0,610318.49,596647.41,13671.08
583,CEFEPIME F,413,0,18143.1,720.0,62476.87,62410.11,66.76
584,CEFEPIME H,8,0,1737.0,214.0,18804.0,18804.0,0.0
585,CEFEPIME I,137,0,54155.0,82.0,24207.07,24207.07,0.0
586,CEFEPIME P,28,0,16408.316,1592.0,286676.23,279418.87,7257.360000000001
587,CEFIXIME 4,50,0,25.442,13.0,400.55,400.55,0.0
588,CEFIXIME F,7,0,5410.0,74.0,7596.05,7596.05,0.0
589,CEFIXIME O,338,0,24376.56,1327.0,102268.79000000001,101739.36,529.43
590,CEFOTETAN,10,0,22.0,16.0,1203.82,1203.82,0.0
591,CEFOXITIN,334,0,6668.5,545.0,32717.6,8872.810000000001,23844.79
592,CEFPODOXIM,427,0,172772.0,8695.0,488911.5,477553.87,11357.630000000001
593,CEFPROZIL,4,0,3163.0,85.0,2520.4700000000003,2472.54,47.93
594,CEFTAZIDIM,330,0,3064.469,432.0,34962.76,34962.76,0.0
595,CEFTRIAXON,6078,0,358067.392,64799.0,2171365.89,774874.1599999999,1396491.73
596,CEFUROXIME,1426,0,131169.5,8178.0,148278.51,146251.99,2026.5200000000004
597,CELEBREX 1,31,0,141.0,46.0,33.8,33.8,0.0
598,CELEBREX 2,62,0,2410.0,37.0,21058.68,20450.11,608.57
599,CELECOXIB,1662,0,2787772.0,54716.0,834852.77,831301.45,3551.3199999999997
600,CELESTONE,6,0,3054.0,997.0,46288.100000000006,19042.54,27245.559999999998
601,CELEXA  20,2,0,698.0,25.0,5147.35,5147.35,0.0
602,CELEXA 40M,2,0,1538.0,26.0,14314.33,14314.33,0.0
603,CELLCEPT 5,2,0,3570.0,24.0,60827.31,60763.270000000004,64.04
604,CELLCEPT C,2,0,9740.0,45.0,34863.08,34336.04,527.04
605,CELLUVISC,120,0,11467.0,635.0,15878.16,15878.16,0.0
606,CEPHALEXIN,2415,0,21521416.519,346886.0,6101840.92,6044977.29,56863.630000000005
607,CEPROTIN -,10,0,1601088.0,41.0,2402173.2,2402173.2,0.0
608,CEQUA  CYC,192,0,132255.0,7019.0,4808983.57,4790634.37,18349.2
609,CERDELGA,2,0,3416.0,64.0,1799282.47,1799282.47,0.0
610,CEREZYME,2,0,1320.0,60.0,2247866.54,2247866.54,0.0
611,CETIRIZINE,3849,0,26333390.75,352319.0,5727206.58,5725043.73,2162.85
612,CEVIMELINE,72,0,83167.0,753.0,90636.89,90163.41,473.48
613,CHANTIX  V,56,0,654.0,11.0,5380.59,5380.59,0.0
614,CHATEAL EQ,153,0,722950.1780000001,2397.0,331304.39999999997,326595.95999999996,4708.4400000000005
615,CHENODAL 2,80,0,2025.0,28.0,958156.7999999999,958156.7999999999,0.0
616,CHEST CONG,169,0,5068.0,116.0,1578.0,1578.0,0.0
617,CHILD ALL,52,0,112970.0,784.0,10361.45,10361.45,0.0
618,CHILD ALLE,52,0,96212.0,624.0,10805.2,10805.2,0.0
619,CHILD IBUP,68,0,14584.0,60.0,838.98,838.98,0.0
620,CHILD'S IB,40,0,360003.0,2627.0,36197.83,36118.52,79.31
621,CHILDREN I,68,0,128484.0,695.0,9115.33,9056.8,58.53
622,CHILDREN'S,2782,0,9143923.23,66145.0,940593.83,936306.32,4287.51
623,CHILDRENS,589,0,64917.6,3394.0,16078.16,12771.510000000002,3306.65
624,CHLORDIAZE,244,0,229807.0,10957.0,155166.4,148241.84,6924.5599999999995
625,CHLORHEXID,304,0,3043368.176,7087.0,112935.35,84301.48999999999,28633.86
626,CHLOROQUIN,100,0,1469.0,68.0,5315.6900000000005,5315.6900000000005,0.0
627,CHLORPHENI,328,0,154751.0,2661.0,28556.57,28555.27,1.3
628,CHLORPROMA,1492,0,784615.8,11649.0,1092003.1,1083198.19,8804.91
629,CHLORTALID,2,0,8545.0,210.0,3412.3500000000004,3412.3500000000004,0.0
630,CHLORTHALI,602,0,2422372.5,42457.0,757653.49,754821.25,2832.24
631,CHLORZOXAZ,59,0,53830.0,663.0,85886.34,85882.33,4.01
632,CHOLBAM CA,2,0,960.0,11.0,264945.2,264945.2,0.0
633,CHOLESTYRA,2428,0,1238186.56,3564.0,226428.97,221763.21000000002,4665.76
634,CHORIONIC,22,0,109.0,57.0,32003.9,30453.550000000003,1550.35
635,CHROMIUM T,2,0,4576.4310000000005,1598.0,888310.25,888310.25,0.0
636,CIBINQO 10,60,0,3390.0,101.0,594775.54,594775.54,0.0
637,CICLOPIROX,1696,0,840749.828,25990.0,658232.02,652563.76,5668.26
638,CICLPPIROX,70,0,3510.0,114.0,1675.67,1672.79,2.88
639,CILOSTAZOL,72,0,264648.0,3175.0,71214.96,70990.07,224.89
640,CILOXAN OI,2,0,791.0,186.0,54462.240000000005,54052.89,409.35
641,CIMERLI  R,6,0,54.9,479.0,522536.20999999996,304455.81000000006,218080.4
642,CIMETIDINE,58,0,254813.5,3292.0,137365.02000000002,136105.53,1259.4900000000002
643,CIMZIA,248,0,1445.8680000000002,1167.0,3105796.91,3053776.73,52020.18
644,CIMZIA PRE,158,0,1658.0,1268.0,8388158.08,8307299.44,80858.64
645,CIMZIA STA,162,0,210.0,68.0,1123096.4,1112181.65,10914.75
646,CINACALCET,1216,0,365878.554,23763.0,1682232.85,1181433.8599999999,500798.99
647,CINCACALCE,16,0,10900.0,537.0,7006.68,5566.68,1440.0
648,CINVANTI,4,0,12733.932,717.0,1014054.3699999999,208330.22,805724.1499999999
649,CIPRO DEX,2,0,6225.0,825.0,143021.55,140329.97,2691.58
650,CIPRO HC O,62,0,18335.0,1822.0,649090.8200000001,645697.4,3393.42
651,CIPRO ORAL,4,0,57752.6,478.0,83119.73,79527.82,3591.91
652,CIPRO+DEXA,134,0,106690.5,14027.0,2095017.24,2072618.6800000002,22398.559999999998
653,CIPRODEX O,150,0,3024.5,404.0,101120.23999999999,97299.45999999999,3820.7799999999997
654,CIPROFLOX,4,0,220.0,14.0,215.35,215.35,0.0
655,CIPROFLOXA,1724,0,1669448.7719999999,116243.0,3260536.42,3086826.11,173710.31
656,CISATRACUR,95,0,34.0,33.0,554.28,554.28,0.0
657,CISPLATIN,819,0,80568.0,1212.0,348236.75,21449.18,326787.57000000007
658,CITALOPRAM,1015,0,4868686.0,97531.0,1374906.5899999999,1367410.28,7496.3099999999995
659,CITRANATAL,30,0,1110.0,13.0,1491.09,1483.82,7.27
660,CLARAVIS C,912,0,286280.0,5771.0,861013.21,814642.35,46370.86
661,CLARINEX D,2,0,1608.0,48.0,9089.720000000001,9089.720000000001,0.0
662,CLARISCAN,66,0,21855.5,1141.0,129710.31,66308.92,63401.39
663,CLARITHROM,1156,0,578612.0,17188.0,576455.3700000001,570891.69,5563.68
664,CLEAR NICO,1250,0,118621.0,4867.0,248029.26,247840.3,188.95999999999998
665,CLEARLAX,12,0,3435150.0,8022.0,136737.37,136723.65,13.719999999999999
666,CLEARLAX P,370,0,1026503.0,2354.0,50286.01,50282.350000000006,3.66
667,CLEMASTINE,2,0,3352.0,29.0,2584.71,2584.71,0.0
668,CLENPIQ SO,3,0,285031.0,888.0,150553.87,144971.56,5582.3099999999995
669,CLEOCIN PH,72,0,318.0,96.0,766.31,766.31,0.0
670,CLEOCIN VA,2,0,553.745,139.0,34059.869999999995,32968.520000000004,1091.35
671,CLIMARA PR,8,0,3583.0,591.0,213868.64,203584.21999999997,10284.42
